concurso,data,n1,n2,n3,n4,n5
3742,14/06/2003,29091,60171,18463,25719,16769
3741,11/06/2003,8529,61683,73954,39450,18108
3740,07/06/2003,67523,67214,65045,30458,13379
3739,04/06/2003,39129,9170,32641,37899,68253
3738,31/05/2003,2634,49001,11809,19609,74275
3737,28/05/2003,72200,7171,37735,4242,53329
3736,24/05/2003,13041,30049,479,49689,6719
3735,21/05/2003,44681,34510,71052,56572,50867
3734,17/05/2003,19418,1727,1930,35715,13799
3733,14/05/2003,27995,10224,19705,51371,68237
3732,10/05/2003,54301,26796,17784,61314,62552
3731,07/05/2003,57766,39658,5079,32457,12832
3730,03/05/2003,44498,5237,11097,62036,47943
3729,30/04/2003,31620,39008,44350,29940,63277
3728,26/04/2003,29749,71012,40411,8799,24553
3727,23/04/2003,63735,15218,72540,33522,12294
3726,16/04/2003,72598,69477,6923,12123,29507
3725,12/04/2003,62935,16117,63697,8000,14688
3724,09/04/2003,74826,36840,35841,47235,67553
3723,05/04/2003,45626,48956,74929,35838,26324

3722,02/04/2003,12387,21906,48281,41187,40882
3721,29/03/2003,41333,21405,71752,70888,18327
3720,26/03/2003,5044,2413,41196,31202,35291
3719,22/03/2003,53980,28524,21961,31489,72009
3718,19/03/2003,43608,11541,34054,65425,7157
3717,15/03/2003,36731,17901,7923,65218,66824
3716,12/03/2003,64213,73594,12368,53350,29951
3715,08/03/2003,32430,24528,55963,25881,32375
3714,01/03/2003,65124,33452,20672,10345,23531
3713,26/02/2003,66330,69156,8687,56361,48655
3712,22/02/2003,5586,65797,13156,13231,33530
3711,19/02/2003,7701,31260,17472,61158,42606
3710,15/02/2003,62046,60220,14631,26291,48832
3709,12/02/2003,51465,37257,62924,39633,22916
3708,08/02/2003,57605,71992,63851,59793,62067
3707,05/02/2003,25215,5182,22746,53245,7966
3706,01/02/2003,2687,38086,62539,27135,504
3705,29/01/2003,482,19512,892,35435,11467
3704,25/01/2003,46429,72894,12760,45207,49611
3703,22/01/2003,19533,31120,23181,18739,29177
3702,18/01/2003,50236,62472,56595,22408,62719
3701,15/01/2003,41720,25609,10590,61344,11259
3700,11/01/2003,27239,44558,29664,72834,22412
3699,08/01/2003,38943,35740,22668,8072,59704
3698,04/01/2003,37976,4014,46251,41941,55208
3697,28/12/2002,64452,73840,21146,34466,55710
3696,21/12/2002,28267,8692,59729,12877,3991
3695,18/12/2002,27573,45776,64821,35539,73912
3694,14/12/2002,42797,9808,4865,55453,22373
3693,11/12/2002,23322,58110,37310,48140,21029
3692,07/12/2002,63045,74112,47318,4301,50191
3691,04/12/2002,31482,58483,44277,7921,26213
3690,30/11/2002,9435,23001,48347,16551,59618
3689,27/11/2002,36817,3511,28033,74697,17108
3688,23/11/2002,54600,11324,39849,60909,3757
3687,20/11/2002,14416,43007,15372,16171,42425
3686,16/11/2002,65897,14634,72945,12215,25700
3685,13/11/2002,60783,39978,64587,31450,69840
3684,09/11/2002,26583,24556,73644,66809,51634
3683,06/11/2002,18718,32051,33464,56652,72647
3682,30/10/2002,21340,73400,50116,64764,52546
3681,26/10/2002,39836,38993,57003,15634,179
3680,23/10/2002,61909,39794,9754,20314,32144
3679,19/10/2002,52707,14762,14518,61301,24122
3678,16/10/2002,52099,65849,60450,15536,1885
3677,09/10/2002,42502,31126,57514,17071,27447
3676,05/10/2002,61121,8519,64196,14834,9521

3675,02/10/2002,13762,35905,7349,9369,7679
3674,28/09/2002,43186,21334,38806,49593,9614
3673,25/09/2002,27654,45362,48876,71382,42507
3672,21/09/2002,48715,19437,25043,21688,627
3671,18/09/2002,64138,4968,25960,22148,43243
3670,14/09/2002,23219,36862,61433,57679,51172
3669,04/09/2002,32417,40794,4642,56410,9586
3668,31/08/2002,9859,66625,13751,7095,17403
3667,28/08/2002,64941,66237,18399,64518,50010
3666,24/08/2002,51599,20323,55532,47053,57632
3665,21/08/2002,34615,4673,58694,19837,21079
3664,17/08/2002,13983,51875,41013,62751,47288
3663,14/08/2002,17014,17886,30946,60137,37929
3662,10/08/2002,2447,63807,8924,39498,3948
3661,07/08/2002,57348,33902,10596,31869,57820
3660,03/08/2002,71681,25612,71869,12909,24108
3659,31/07/2002,7067,30070,43009,51992,257
3658,27/07/2002,40525,55135,64349,31631,8133
3657,24/07/2002,26640,25505,24186,50809,12191
3656,20/07/2002,62516,68703,29912,71171,28310
3655,17/07/2002,49178,50522,13500,41904,9690
3654,13/07/2002,61824,72657,53713,50692,62833
3653,10/07/2002,53533,32520,19571,7513,33404
3652,06/07/2002,20562,4338,74560,1795,18947
3651,03/07/2002,51585,46403,70698,57576,10858
3650,29/06/2002,33496,9912,16198,11525,54736
3649,26/06/2002,27995,38950,51542,39418,1425
3648,22/06/2002,33280,45019,55661,3592,31045
3647,15/06/2002,25328,26246,67037,15517,53992
3646,12/06/2002,42430,16693,1197,60855,64540
3645,08/06/2002,30669,26832,19146,43678,41041
3644,05/06/2002,66459,66948,16449,39607,46913
3643,01/06/2002,59728,42404,22921,4781,9223
3642,25/05/2002,13313,40414,24220,58151,24867
3641,22/05/2002,25306,21584,72023,49844,32105
3640,18/05/2002,15205,32123,37301,43170,33173
3639,15/05/2002,39923,11686,23275,16647,32626
3638,11/05/2002,61699,25007,39705,29974,72684
3637,08/05/2002,30162,61885,68800,72271,67915
3636,04/05/2002,17569,20018,42342,70311,61309
3635,27/04/2002,40415,57747,59417,70921,38864
3634,24/04/2002,72857,16405,15952,22320,30490
3633,20/04/2002,44608,675,55052,66365,19526
3632,17/04/2002,50049,57828,45534,62069,44771
3631,13/04/2002,36842,13319,44733,19491,28266
3630,10/04/2002,8552,43298,39393,19702,23361
3629,06/04/2002,15690,44473,46649,26583,41300

3628,03/04/2002,20669,1294,59343,54041,60073
3627,30/03/2002,28102,35293,1096,50900,53379
3626,23/03/2002,39234,55821,51047,10865,34820
3625,20/03/2002,45880,53548,41779,35881,4315
3624,16/03/2002,56769,35452,8400,36211,13755
3623,13/03/2002,11071,30132,57314,67128,62987
3622,09/03/2002,32457,28901,38971,11286,30468
3621,06/03/2002,59196,39898,10928,48205,55600
3620,02/03/2002,22014,67339,66931,12,14316
3619,27/02/2002,41701,21381,14048,31548,20469
3618,23/02/2002,18457,22167,59723,64681,1042
3617,20/02/2002,69159,59398,29253,31494,50084
3616,16/02/2002,42210,37343,56381,10850,70247
3615,09/02/2002,64064,27370,44835,32297,15949
3614,06/02/2002,38109,65790,59979,59311,48686
3613,02/02/2002,46886,21135,64518,27115,69814
3612,30/01/2002,19494,7291,192,2784,67534
3611,26/01/2002,5473,14044,35902,57520,64490
3610,23/01/2002,56885,19220,9091,43772,41827
3609,19/01/2002,23893,59737,5967,22555,44269
3608,16/01/2002,14251,48972,22464,42531,49476
3607,12/01/2002,54658,9596,38125,57254,10933
3606,09/01/2002,28652,52479,18100,39141,61596
3605,05/01/2002,634,8173,72277,18459,24729
3604,29/12/2001,32392,70853,28708,1235,73724
3603,22/12/2001,18832,8756,15397,69580,45392
3602,15/12/2001,46730,1503,24648,70785,39249
3601,12/12/2001,34863,43518,5082,67187,58724
3600,08/12/2001,58038,64269,10715,12885,28838
3599,05/12/2001,67980,46732,57609,65248,54142
3598,01/12/2001,43552,14414,24082,70872,38395
3597,28/11/2001,8433,21597,63538,55891,9657
3596,24/11/2001,2025,42525,6486,45774,57905
3595,21/11/2001,18762,66885,10811,51407,9933
3594,17/11/2001,29968,29629,68425,69104,51491
3593,10/11/2001,53938,65764,50089,27257,22223
3592,07/11/2001,27200,9387,41500,1681,2280
3591,03/11/2001,26082,32309,58038,2245,28970
3590,27/10/2001,9384,59143,53036,55133,62276
3589,24/10/2001,25498,5939,9706,29516,64753
3588,20/10/2001,10469,29711,10653,42105,11455
3587,17/10/2001,4173,26605,27365,58506,13623
3586,13/10/2001,70413,71142,69204,23872,34618
3585,06/10/2001,28854,69619,66013,22977,37404
3584,03/10/2001,44665,37308,59147,32652,23305
3583,29/09/2001,31144,2985,72421,24404,69145
3582,26/09/2001,9666,26249,50991,27315,48121

3581,22/09/2001,16645,31898,64690,57194,25167
3580,19/09/2001,68687,64293,39186,31641,29146
3579,15/09/2001,55198,56866,35586,33385,53443
3578,12/09/2001,16666,14879,35590,31400,54390
3577,08/09/2001,39337,53129,21471,2282,7118
3576,01/09/2001,57635,56336,50432,58444,63026
3575,29/08/2001,20774,1488,38057,59271,49355
3574,25/08/2001,55137,49019,50017,65352,38551
3573,22/08/2001,5856,41468,67095,13530,31244
3572,18/08/2001,46181,20347,72264,23999,33778
3571,15/08/2001,35740,63916,50169,43218,30574
3570,11/08/2001,29458,67710,71866,2028,31766
3569,08/08/2001,65143,26865,13696,10023,35048
3568,04/08/2001,6354,74682,30663,65069,10921
3567,01/08/2001,15224,4170,23882,55284,21070
3566,28/07/2001,67428,38426,30495,15524,28511
3565,25/07/2001,66715,59753,59280,52727,9010
3564,21/07/2001,41065,20349,61637,28332,62611
3563,18/07/2001,38351,36761,42941,32280,21625
3562,14/07/2001,38826,19887,56629,22388,31305
3561,11/07/2001,20818,69680,28257,44060,66583
3560,07/07/2001,49018,40863,59653,29851,70815
3559,04/07/2001,60559,10757,35725,22221,31109
3558,30/06/2001,49475,1802,40135,73568,41362
3557,27/06/2001,48600,46051,7874,68994,1595
3556,23/06/2001,22942,51060,11036,59065,50648
3555,16/06/2001,67994,67071,61333,20578,44540
3554,09/06/2001,34623,29896,33662,41363,35892
3553,06/06/2001,2168,52802,56325,62742,48831
3552,02/06/2001,6220,4414,32212,44912,32011
3551,30/05/2001,42343,22838,19138,49922,38256
3550,26/05/2001,10672,46645,52438,3549,54850
3549,23/05/2001,40593,4083,33965,22077,11162
3548,19/05/2001,24166,62488,38390,68314,18370
3547,16/05/2001,47924,24494,42194,49647,19109
3546,12/05/2001,53870,17136,60252,1291,19968
3545,09/05/2001,39230,59507,57044,20658,39212
3544,05/05/2001,12398,29616,56520,58199,36582
3543,28/04/2001,57786,19613,2761,7596,64278
3542,25/04/2001,61408,60099,13178,17931,59562
3541,21/04/2001,14544,30599,52286,41339,61022
3540,11/04/2001,67586,45563,40229,35432,55667
3539,07/04/2001,49738,15302,7755,28114,18789
3538,04/04/2001,6619,55239,15311,39044,561
3537,31/03/2001,46437,19358,5365,37169,19573
3536,28/03/2001,699,68792,41929,15682,31497
3535,24/03/2001,49042,64503,5106,27492,7762

3534,21/03/2001,17219,53438,34290,10544,31128
3533,17/03/2001,57778,34549,36002,53810,21669
3532,14/03/2001,65390,3896,50748,27947,8408
3531,10/03/2001,36849,49589,36058,25065,61581
3530,07/03/2001,41256,36267,22773,58896,48922
3529,03/03/2001,1859,63266,49875,8205,64972
3528,24/02/2001,31842,9755,27570,41514,2081
3527,21/02/2001,57301,16284,29095,20220,40716
3526,17/02/2001,38572,59048,15128,21152,6759
3525,14/02/2001,14616,42950,50811,65425,46696
3524,10/02/2001,56336,23934,4044,49384,46357
3523,07/02/2001,47337,6709,25371,25273,42209
3522,03/02/2001,32926,62276,10213,65326,44163
3521,31/01/2001,2465,47791,64348,23435,60683
3520,27/01/2001,13656,64074,18530,26683,48489
3519,24/01/2001,5830,50268,27873,51022,14614
3518,20/01/2001,23334,44498,35722,21692,11963
3517,17/01/2001,66397,52489,16172,3474,69115
3516,13/01/2001,23946,3130,42349,11298,67691
3515,10/01/2001,44780,24395,53334,39902,65321
3514,06/01/2001,33337,467,34152,62496,18624
3513,30/12/2000,45748,28626,32165,40581,4393
3512,23/12/2000,28992,13194,60051,35415,51546
3511,16/12/2000,13674,55456,39890,12622,8819
3510,13/12/2000,41868,47803,61052,64233,58999
3509,09/12/2000,48719,52440,47915,19135,13016
3508,06/12/2000,63933,28017,60700,63397,59356
3507,02/12/2000,48541,45638,49942,41375,47029
3506,29/11/2000,62444,15545,58440,11777,23015
3505,25/11/2000,11644,15036,10863,64120,62984
3504,22/11/2000,67790,68444,19222,27874,34201
3503,18/11/2000,40130,2509,12094,12892,32416
3502,11/11/2000,48745,58953,51015,69323,31291
3501,08/11/2000,39644,334,27122,63663,35122
3500,04/11/2000,25943,43718,20104,15207,27014
3499,28/10/2000,14786,62779,31502,31469,74054
3498,25/10/2000,39069,50603,50184,67997,4637
3497,21/10/2000,34377,54314,38180,11979,11623
3496,18/10/2000,38828,46593,25183,13514,23781
3495,14/10/2000,29053,8063,38484,25728,53206
3494,07/10/2000,38043,19239,30491,41535,14756
3493,04/10/2000,20850,28174,45118,13255,49956
3492,30/09/2000,52863,6254,52138,5877,48061
3491,27/09/2000,14479,50548,41164,51495,60448
3490,23/09/2000,43131,44727,34177,55033,41467
3489,20/09/2000,4376,52718,38515,25452,44475
3488,16/09/2000,50381,27311,17230,2280,33329

3487,13/09/2000,24938,44827,23528,31446,69238
3486,09/09/2000,11044,31058,20213,56146,6320
3485,02/09/2000,58968,65428,41882,32671,28192
3484,30/08/2000,50062,39120,338,9495,59131
3483,26/08/2000,68782,51939,34849,69190,65761
3482,23/08/2000,11378,24876,8977,29528,2290
3481,19/08/2000,12475,38316,23282,8300,23094
3480,16/08/2000,60401,27459,5628,32330,27002
3479,12/08/2000,33334,38331,64793,25110,56336
3478,09/08/2000,62162,45324,11966,55939,19756
3477,05/08/2000,39991,56170,1550,44539,33385
3476,02/08/2000,39970,56587,50356,58156,62623
3475,29/07/2000,4089,48865,32396,11659,61231
3474,26/07/2000,51393,778,24323,13184,23245
3473,22/07/2000,10570,22824,6982,15749,19632
3472,19/07/2000,68173,32550,24810,15183,69491
3471,15/07/2000,68697,48815,39578,47695,34634
3470,12/07/2000,53430,60433,35218,53459,16423
3469,08/07/2000,22346,20426,38403,29290,5399
3468,05/07/2000,29036,43499,54691,68328,52781
3467,01/07/2000,15753,5663,52017,2803,27305
3466,28/06/2000,16581,37964,25551,25352,53045
3465,21/06/2000,1806,66964,33424,52421,30573
3464,17/06/2000,72905,26430,66516,69268,30665
3463,10/06/2000,23052,62789,71923,21494,43837
3462,07/06/2000,68776,17693,35537,57104,52601
3461,03/06/2000,19272,32385,43762,70084,56083
3460,31/05/2000,13085,55976,43504,35410,46793
3459,27/05/2000,13966,43087,71836,25318,21453
3458,24/05/2000,42219,28033,54313,38255,45761
3457,20/05/2000,56730,43411,847,59436,29491
3456,17/05/2000,13137,23832,11945,26748,2581
3455,13/05/2000,47139,4819,26845,68809,11157
3454,10/05/2000,39268,18759,54744,13390,62283
3453,06/05/2000,63351,27470,62969,36918,57942
3452,29/04/2000,51139,30592,51852,13340,32784
3451,26/04/2000,40103,64612,7564,51472,50982
3450,19/04/2000,22572,8967,49642,39522,47150
3449,15/04/2000,19572,69272,71,33198,327
3448,12/04/2000,54176,1733,39731,36469,43459
3447,08/04/2000,665,19100,20435,63219,19469
3446,05/04/2000,40717,57735,45103,25217,41195
3445,01/04/2000,22471,36752,41483,19731,4397
3444,29/03/2000,12901,7313,64661,7775,56914
3443,25/03/2000,36787,56254,4876,62065,58999
3442,22/03/2000,3361,7050,51333,55543,26924
3441,18/03/2000,63781,13367,15730,25185,72690

3440,15/03/2000,60313,31711,29258,20604,40648
3439,11/03/2000,33388,44161,59533,71211,13322
3438,04/03/2000,32526,46387,73630,74345,31161
3437,01/03/2000,10829,27964,32165,46251,20732
3436,26/02/2000,24384,59749,30971,28153,3173
3435,23/02/2000,34935,12381,30216,1191,69475
3434,19/02/2000,59495,57866,54258,42774,52844
3433,16/02/2000,24769,39243,17692,15670,8690
3432,12/02/2000,2808,34313,21701,1023,74423
3431,09/02/2000,45430,35960,67966,21107,65379
3430,05/02/2000,40435,40925,44993,30230,34639
3429,02/02/2000,53847,4613,32279,28195,1993
3428,29/01/2000,63478,53009,52411,74812,12868
3427,26/01/2000,7970,1141,65953,66945,46775
3426,22/01/2000,43943,12510,17813,71741,51422
3425,19/01/2000,7257,37664,64394,38209,68110
3424,15/01/2000,36936,65589,38056,13441,33400
3423,12/01/2000,15022,62626,64242,20565,53076
3422,08/01/2000,63745,59184,29576,21245,12535
3421,05/01/2000,44721,21123,42583,43684,37277
